ImageId,Label
1,2
2,0
3,1
4,7
5,1
6,7
7,0
8,3
9,0
10,3
11,3
12,1
13,7
14,0
15,4
16,3
17,3
18,1
19,7
20,0
21,7
22,1
23,1
24,1
25,7
26,7
27,2
28,7
29,1
30,1
31,7
32,3
33,4
34,1
35,6
36,1
37,0
38,3
39,1
40,0
41,7
42,7
43,9
44,4
45,3
46,7
47,1
48,1
49,1
50,1
51,6
52,0
53,1
54,3
55,3
56,1
57,1
58,3
59,3
60,0
61,7
62,1
63,7
64,0
65,0
66,0
67,1
68,1
69,0
70,1
71,3
72,0
73,3
74,3
75,3
76,0
77,7
78,7
79,1
80,2
81,3
82,1
83,1
84,0
85,9
86,1
87,4
88,3
89,4
90,7
91,2
92,0
93,7
94,3
95,1
96,3
97,3
98,3
99,7
100,7
101,0
102,1
103,1
104,0
105,7
106,1
107,0
108,3
109,0
110,4
111,0
112,0
113,3
114,1
115,1
116,7
117,1
118,1
119,3
120,1
121,3
122,7
123,3
124,1
125,1
126,1
127,3
128,1
129,1
130,7
131,0
132,2
133,1
134,0
135,0
136,0
137,3
138,1
139,1
140,0
141,0
142,1
143,7
144,0
145,1
146,1
147,7
148,7
149,1
150,1
151,1
152,1
153,7
154,1
155,3
156,1
157,7
158,7
159,7
160,1
161,3
162,0
163,6
164,0
165,1
166,1
167,1
168,6
169,0
170,0
171,0
172,7
173,7
174,4
175,1
176,1
177,7
178,3
179,1
180,1
181,4
182,1
183,0
184,9
185,4
186,7
187,1
188,1
189,1
190,0
191,0
192,1
193,4
194,4
195,0
196,0
197,9
198,7
199,0
200,7
201,1
202,7
203,0
204,1
205,7
206,0
207,6
208,0
209,7
210,4
211,0
212,7
213,3
214,1
215,9
216,7
217,1
218,3
219,3
220,7
221,2
222,1
223,1
224,0
225,1
226,9
227,1
228,4
229,1
230,0
231,0
232,7
233,7
234,1
235,1
236,1
237,6
238,1
239,1
240,7
241,0
242,6
243,1
244,3
245,7
246,3
247,6
248,3
249,1
250,3
251,4
252,7
253,1
254,7
255,1
256,7
257,1
258,1
259,7
260,0
261,3
262,3
263,3
264,3
265,7
266,0
267,6
268,6
269,0
270,1
271,6
272,0
273,9
274,3
275,1
276,0
277,1
278,0
279,1
280,9
281,0
282,7
283,1
284,0
285,6
286,1
287,7
288,1
289,4
290,9
291,1
292,7
293,7
294,7
295,9
296,0
297,3
298,0
299,3
300,3
301,7
302,9
303,1
304,1
305,1
306,7
307,7
308,1
309,3
310,0
311,3
312,1
313,1
314,7
315,2
316,3
317,3
318,3
319,1
320,1
321,9
322,1
323,1
324,7
325,6
326,0
327,0
328,1
329,0
330,1
331,9
332,3
333,1
334,1
335,9
336,1
337,0
338,7
339,6
340,0
341,0
342,7
343,1
344,1
345,1
346,0
347,4
348,1
349,3
350,2
351,3
352,7
353,7
354,1
355,7
356,1
357,7
358,4
359,2
360,1
361,3
362,6
363,3
364,3
365,3
366,0
367,1
368,1
369,1
370,6
371,1
372,3
373,0
374,7
375,7
376,6
377,7
378,4
379,3
380,1
381,3
382,1
383,6
384,7
385,3
386,9
387,1
388,1
389,1
390,7
391,1
392,7
393,0
394,7
395,4
396,1
397,1
398,1
399,7
400,3
401,7
402,7
403,7
404,1
405,1
406,1
407,4
408,1
409,1
410,0
411,0
412,0
413,7
414,1
415,1
416,9
417,1
418,1
419,3
420,2
421,7
422,3
423,0
424,2
425,3
426,1
427,7
428,7
429,9
430,1
431,4
432,3
433,7
434,2
435,2
436,1
437,1
438,4
439,3
440,0
441,1
442,4
443,7
444,4
445,7
446,0
447,1
448,1
449,3
450,9
451,1
452,7
453,4
454,9
455,0
456,4
457,1
458,0
459,1
460,3
461,1
462,7
463,0
464,0
465,1
466,1
467,7
468,7
469,4
470,1
471,1
472,4
473,6
474,9
475,7
476,0
477,1
478,1
479,1
480,0
481,4
482,3
483,1
484,1
485,7
486,7
487,7
488,1
489,3
490,1
491,0
492,0
493,1
494,6
495,2
496,7
497,0
498,3
499,3
500,0
501,0
502,3
503,3
504,0
505,1
506,1
507,1
508,3
509,0
510,0
511,7
512,1
513,1
514,7
515,3
516,3
517,1
518,1
519,4
520,7
521,0
522,4
523,0
524,7
525,1
526,1
527,0
528,1
529,1
530,7
531,0
532,3
533,1
534,3
535,1
536,0
537,2
538,3
539,7
540,1
541,3
542,1
543,1
544,1
545,0
546,0
547,0
548,3
549,1
550,1
551,1
552,3
553,0
554,3
555,3
556,0
557,7
558,1
559,7
560,2
561,3
562,1
563,1
564,1
565,0
566,0
567,1
568,1
569,1
570,0
571,0
572,3
573,3
574,2
575,0
576,0
577,1
578,2
579,4
580,0
581,0
582,1
583,7
584,1
585,7
586,1
587,7
588,1
589,3
590,3
591,1
592,3
593,1
594,2
595,1
596,0
597,0
598,0
599,0
600,3
601,1
602,1
603,7
604,1
605,1
606,7
607,2
608,6
609,0
610,1
611,7
612,4
613,3
614,3
615,2
616,0
617,7
618,3
619,0
620,7
621,1
622,3
623,7
624,7
625,0
626,3
627,1
628,3
629,0
630,1
631,6
632,1
633,3
634,4
635,1
636,7
637,7
638,7
639,1
640,1
641,3
642,4
643,7
644,3
645,7
646,1
647,9
648,4
649,1
650,3
651,9
652,7
653,0
654,0
655,1
656,7
657,0
658,3
659,1
660,7
661,1
662,3
663,9
664,0
665,4
666,1
667,1
668,3
669,3
670,6
671,6
672,7
673,6
674,3
675,3
676,7
677,7
678,3
679,3
680,0
681,6
682,7
683,1
684,1
685,1
686,3
687,4
688,4
689,7
690,7
691,1
692,6
693,0
694,1
695,7
696,4
697,1
698,7
699,3
700,3
701,4
702,0
703,0
704,0
705,6
706,0
707,0
708,4
709,1
710,3
711,1
712,2
713,1
714,3
715,3
716,4
717,2
718,3
719,1
720,3
721,7
722,3
723,1
724,0
725,1
726,0
727,6
728,7
729,7
730,3
731,7
732,1
733,3
734,1
735,1
736,7
737,1
738,0
739,1
740,1
741,9
742,2
743,1
744,7
745,3
746,7
747,3
748,7
749,3
750,4
751,9
752,7
753,4
754,1
755,1
756,1
757,7
758,1
759,1
760,4
761,3
762,0
763,4
764,0
765,4
766,0
767,0
768,3
769,1
770,1
771,7
772,3
773,0
774,1
775,0
776,3
777,4
778,0
779,3
780,1
781,1
782,0
783,2
784,1
785,3
786,6
787,3
788,1
789,1
790,3
791,0
792,0
793,1
794,0
795,4
796,3
797,1
798,9
799,9
800,1
801,1
802,1
803,3
804,3
805,1
806,9
807,7
808,6
809,9
810,1
811,7
812,9
813,7
814,1
815,6
816,0
817,0
818,7
819,7
820,1
821,3
822,0
823,6
824,0
825,1
826,3
827,0
828,0
829,3
830,1
831,1
832,3
833,0
834,7
835,1
836,7
837,0
838,1
839,3
840,7
841,1
842,7
843,0
844,1
845,1
846,1
847,7
848,3
849,1
850,0
851,1
852,7
853,7
854,7
855,1
856,1
857,1
858,3
859,7
860,0
861,0
862,0
863,1
864,1
865,1
866,3
867,0
868,3
869,0
870,3
871,0
872,1
873,4
874,0
875,3
876,0
877,1
878,1
879,0
880,1
881,4
882,0
883,1
884,1
885,1
886,1
887,1
888,3
889,7
890,7
891,1
892,1
893,0
894,0
895,9
896,0
897,0
898,6
899,1
900,1
901,0
902,3
903,0
904,7
905,7
906,1
907,1
908,0
909,1
910,7
911,6
912,0
913,4
914,7
915,1
916,2
917,9
918,0
919,1
920,0
921,1
922,1
923,1
924,7
925,4
926,7
927,9
928,0
929,7
930,3
931,3
932,3
933,1
934,4
935,1
936,3
937,7
938,0
939,7
940,6
941,6
942,0
943,4
944,1
945,0
946,9
947,7
948,2
949,7
950,1
951,1
952,7
953,3
954,9
955,3
956,1
957,1
958,1
959,4
960,0
961,7
962,1
963,4
964,0
965,4
966,3
967,1
968,1
969,3
970,0
971,7
972,1
973,0
974,6
975,1
976,0
977,0
978,0
979,7
980,6
981,3
982,1
983,7
984,7
985,7
986,7
987,0
988,0
989,1
990,3
991,1
992,9
993,0
994,1
995,1
996,3
997,6
998,6
999,1
1000,7
1001,0
1002,7
1003,0
1004,7
1005,1
1006,3
1007,4
1008,0
1009,1
1010,7
1011,3
1012,6
1013,0
1014,1
1015,3
1016,7
1017,0
1018,3
1019,7
1020,7
1021,3
1022,1
1023,3
1024,6
1025,3
1026,0
1027,1
1028,7
1029,1
1030,1
1031,1
1032,1
1033,1
1034,7
1035,6
1036,1
1037,0
1038,1
1039,0
1040,0
1041,1
1042,0
1043,1
1044,7
1045,6
1046,1
1047,7
1048,7
1049,0
1050,3
1051,1
1052,1
1053,1
1054,3
1055,1
1056,1
1057,1
1058,3
1059,0
1060,7
1061,0
1062,0
1063,9
1064,0
1065,9
1066,4
1067,7
1068,0
1069,1
1070,7
1071,0
1072,1
1073,7
1074,4
1075,1
1076,1
1077,3
1078,1
1079,2
1080,7
1081,3
1082,0
1083,1
1084,1
1085,7
1086,7
1087,0
1088,1
1089,3
1090,1
1091,3
1092,1
1093,0
1094,1
1095,1
1096,9
1097,7
1098,3
1099,3
1100,3
1101,9
1102,1
1103,7
1104,1
1105,1
1106,3
1107,0
1108,0
1109,6
1110,4
1111,7
1112,1
1113,3
1114,1
1115,0
1116,3
1117,3
1118,1
1119,1
1120,7
1121,1
1122,3
1123,4
1124,1
1125,4
1126,3
1127,9
1128,6
1129,1
1130,1
1131,0
1132,1
1133,3
1134,0
1135,3
1136,3
1137,1
1138,1
1139,1
1140,7
1141,0
1142,3
1143,1
1144,1
1145,1
1146,1
1147,4
1148,0
1149,1
1150,3
1151,1
1152,7
1153,3
1154,6
1155,7
1156,7
1157,6
1158,1
1159,3
1160,4
1161,7
1162,1
1163,0
1164,0
1165,1
1166,7
1167,3
1168,1
1169,7
1170,1
1171,1
1172,7
1173,7
1174,1
1175,3
1176,1
1177,1
1178,7
1179,3
1180,0
1181,3
1182,3
1183,9
1184,1
1185,0
1186,7
1187,0
1188,3
1189,0
1190,9
1191,7
1192,3
1193,3
1194,1
1195,3
1196,1
1197,1
1198,7
1199,7
1200,4
1201,0
1202,3
1203,3
1204,3
1205,1
1206,1
1207,1
1208,6
1209,7
1210,0
1211,1
1212,1
1213,3
1214,4
1215,1
1216,7
1217,3
1218,1
