ImageId,Label
1,2
2,0
3,7
4,7
5,1
6,7
7,0
8,1
9,0
10,3
11,3
12,7
13,7
14,0
15,7
16,3
17,3
18,1
19,7
20,0
21,7
22,1
23,1
24,3
25,7
26,7
27,1
28,7
29,7
30,7
31,7
32,0
33,7
34,1
35,6
36,1
37,0
38,0
39,1
40,0
41,7
42,7
43,7
44,7
45,1
46,7
47,1
48,1
49,1
50,7
51,6
52,1
53,1
54,3
55,7
56,1
57,1
58,1
59,7
60,0
61,7
62,1
63,7
64,0
65,0
66,0
67,1
68,7
69,0
70,1
71,6
72,0
73,1
74,1
75,1
76,3
77,1
78,7
79,1
80,1
81,3
82,7
83,1
84,0
85,7
86,1
87,7
88,1
89,6
90,7
91,1
92,3
93,6
94,6
95,1
96,7
97,1
98,7
99,7
100,7
101,0
102,1
103,1
104,0
105,7
106,1
107,0
108,0
109,0
110,1
111,0
112,0
113,4
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,7
123,3
124,1
125,1
126,1
127,1
128,7
129,1
130,7
131,3
132,3
133,1
134,0
135,0
136,0
137,3
138,1
139,1
140,0
141,4
142,3
143,7
144,3
145,1
146,1
147,7
148,7
149,1
150,1
151,7
152,1
153,0
154,1
155,3
156,1
157,7
158,0
159,7
160,1
161,1
162,0
163,7
164,0
165,1
166,1
167,7
168,6
169,3
170,0
171,3
172,7
173,7
174,6
175,1
176,1
177,7
178,7
179,1
180,1
181,7
182,1
183,3
184,6
185,7
186,7
187,1
188,1
189,6
190,0
191,6
192,1
193,7
194,7
195,6
196,0
197,7
198,7
199,0
200,7
201,1
202,7
203,0
204,7
205,7
206,0
207,1
208,7
209,6
210,6
211,0
212,7
213,1
214,6
215,7
216,3
217,1
218,6
219,1
220,7
221,1
222,1
223,1
224,3
225,1
226,6
227,7
228,6
229,1
230,0
231,0
232,7
233,7
234,1
235,1
236,1
237,3
238,1
239,1
240,6
241,3
242,2
243,1
244,3
245,7
246,3
247,7
248,1
249,1
250,6
251,7
252,7
253,1
254,1
255,1
256,7
257,1
258,1
259,7
260,3
261,6
262,3
263,1
264,3
265,7
266,0
267,6
268,1
269,2
270,1
271,6
272,0
273,6
274,3
275,1
276,4
277,1
278,0
279,1
280,7
281,0
282,7
283,1
284,0
285,3
286,1
287,7
288,1
289,7
290,7
291,3
292,7
293,7
294,7
295,7
296,6
297,1
298,0
299,3
300,3
301,6
302,7
303,1
304,1
305,6
306,1
307,7
308,1
309,7
310,3
311,1
312,3
313,7
314,0
315,0
316,1
317,1
318,7
319,1
320,1
321,7
322,1
323,1
324,7
325,1
326,7
327,3
328,1
329,3
330,1
331,6
332,1
333,1
334,1
335,0
336,7
337,0
338,6
339,6
340,0
341,6
342,4
343,1
344,1
345,1
346,0
347,6
348,2
349,1
350,1
351,6
352,7
353,7
354,1
355,7
356,1
357,7
358,7
359,2
360,1
361,1
362,6
363,3
364,1
365,7
366,6
367,3
368,1
369,1
370,6
371,7
372,1
373,7
374,7
375,7
376,6
377,7
378,0
379,1
380,7
381,6
382,0
383,0
384,7
385,3
386,6
387,1
388,1
389,3
390,7
391,1
392,7
393,7
394,7
395,6
396,1
397,1
398,1
399,7
400,1
401,7
402,7
403,6
404,1
405,1
406,1
407,7
408,3
409,3
410,3
411,3
412,3
413,7
414,1
415,1
416,7
417,1
418,1
419,3
420,3
421,7
422,2
423,6
424,0
425,1
426,1
427,7
428,7
429,7
430,7
431,7
432,1
433,0
434,1
435,6
436,1
437,1
438,7
439,0
440,0
441,1
442,7
443,7
444,7
445,1
446,7
447,1
448,1
449,1
450,7
451,7
452,7
453,6
454,7
455,3
456,7
457,1
458,3
459,1
460,3
461,1
462,7
463,3
464,0
465,0
466,1
467,7
468,7
469,7
470,1
471,1
472,7
473,7
474,3
475,6
476,0
477,1
478,3
479,1
480,0
481,7
482,1
483,1
484,1
485,7
486,7
487,7
488,1
489,1
490,7
491,7
492,7
493,1
494,7
495,6
496,7
497,3
498,1
499,1
500,0
501,6
502,3
503,7
504,4
505,1
506,1
507,1
508,3
509,0
510,6
511,7
512,1
513,1
514,7
515,1
516,1
517,1
518,7
519,4
520,3
521,0
522,7
523,0
524,7
525,7
526,1
527,0
528,1
529,1
530,7
531,0
532,7
533,3
534,1
535,1
536,0
537,6
538,3
539,7
540,1
541,0
542,1
543,1
544,1
545,0
546,3
547,0
548,7
549,1
550,1
551,1
552,1
553,0
554,3
555,0
556,0
557,7
558,1
559,6
560,1
561,0
562,1
563,1
564,1
565,6
566,3
567,1
568,1
569,1
570,7
571,4
572,0
573,1
574,3
575,0
576,7
577,1
578,1
579,7
580,3
581,3
582,1
583,6
584,6
585,7
586,1
587,7
588,3
589,1
590,0
591,1
592,1
593,1
594,0
595,3
596,6
597,0
598,6
599,0
600,3
601,1
602,1
603,7
604,1
605,1
606,3
607,1
608,0
609,6
610,7
611,7
612,7
613,1
614,3
615,1
616,7
617,7
618,0
619,0
620,7
621,1
622,3
623,7
624,7
625,0
626,1
627,1
628,3
629,6
630,7
631,6
632,1
633,1
634,6
635,1
636,7
637,7
638,7
639,1
640,1
641,0
642,7
643,7
644,6
645,7
646,1
647,7
648,7
649,1
650,1
651,7
652,7
653,0
654,0
655,1
656,1
657,7
658,1
659,1
660,7
661,2
662,3
663,7
664,0
665,7
666,1
667,1
668,1
669,3
670,6
671,1
672,7
673,7
674,1
675,3
676,7
677,7
678,7
679,6
680,0
681,6
682,7
683,1
684,1
685,1
686,1
687,7
688,6
689,7
690,7
691,1
692,6
693,0
694,1
695,1
696,7
697,3
698,7
699,1
700,1
701,7
702,0
703,7
704,0
705,6
706,0
707,7
708,7
709,6
710,0
711,3
712,1
713,1
714,1
715,1
716,6
717,2
718,1
719,7
720,1
721,7
722,1
723,1
724,0
725,1
726,0
727,6
728,7
729,7
730,7
731,7
732,1
733,1
734,1
735,1
736,7
737,1
738,3
739,1
740,1
741,7
742,4
743,1
744,7
745,1
746,7
747,3
748,7
749,1
750,6
751,7
752,7
753,7
754,7
755,1
756,7
757,7
758,1
759,1
760,3
761,7
762,0
763,7
764,0
765,7
766,0
767,4
768,3
769,1
770,1
771,6
772,3
773,0
774,1
775,0
776,3
777,7
778,6
779,1
780,1
781,1
782,6
783,7
784,1
785,3
786,3
787,3
788,7
789,1
790,0
791,3
792,0
793,7
794,0
795,7
796,1
797,1
798,6
799,7
800,7
801,1
802,1
803,3
804,1
805,1
806,7
807,7
808,6
809,7
810,1
811,0
812,7
813,7
814,1
815,7
816,7
817,0
818,7
819,7
820,4
821,1
822,3
823,0
824,0
825,1
826,7
827,0
828,7
829,7
830,1
831,1
832,1
833,3
834,7
835,1
836,7
837,6
838,1
839,3
840,1
841,1
842,7
843,0
844,1
845,7
846,1
847,7
848,2
849,1
850,3
851,1
852,7
853,7
854,7
855,1
856,1
857,1
858,1
859,7
860,3
861,0
862,7
863,1
864,7
865,1
866,3
867,6
868,7
869,3
870,3
871,7
872,1
873,7
874,3
875,3
876,1
877,1
878,1
879,0
880,1
881,7
882,7
883,1
884,1
885,1
886,7
887,1
888,3
889,7
890,7
891,1
892,7
893,6
894,0
895,7
896,2
897,7
898,7
899,1
900,1
901,3
902,3
903,3
904,7
905,7
906,1
907,1
908,3
909,1
910,7
911,2
912,0
913,7
914,7
915,1
916,3
917,7
918,0
919,1
920,3
921,7
922,1
923,3
924,7
925,7
926,7
927,7
928,6
929,6
930,1
931,3
932,2
933,1
934,7
935,1
936,3
937,7
938,7
939,7
940,3
941,6
942,0
943,6
944,1
945,0
946,7
947,1
948,1
949,7
950,3
951,6
952,7
953,0
954,6
955,1
956,1
957,1
958,1
959,0
960,6
961,7
962,7
963,7
964,0
965,0
966,3
967,1
968,1
969,7
970,3
971,1
972,1
973,7
974,6
975,7
976,0
977,1
978,0
979,7
980,7
981,3
982,1
983,7
984,7
985,7
986,7
987,0
988,3
989,1
990,3
991,1
992,7
993,3
994,6
995,1
996,3
997,6
998,2
999,1
1000,7
1001,0
1002,7
1003,0
1004,7
1005,1
1006,1
1007,7
1008,6
1009,3
1010,7
1011,3
1012,6
1013,3
1014,7
1015,3
1016,7
1017,2
1018,1
1019,7
1020,3
1021,4
1022,7
1023,7
1024,6
1025,1
1026,6
1027,1
1028,3
1029,0
1030,1
1031,7
1032,1
1033,1
1034,1
1035,7
1036,1
1037,3
1038,1
1039,3
1040,0
1041,1
1042,6
1043,1
1044,7
1045,6
1046,1
1047,7
1048,7
1049,0
1050,6
1051,1
1052,3
1053,3
1054,1
1055,7
1056,1
1057,1
1058,3
1059,6
1060,0
1061,0
1062,0
1063,4
1064,0
1065,7
1066,7
1067,7
1068,0
1069,1
1070,7
1071,3
1072,1
1073,7
1074,6
1075,7
1076,1
1077,6
1078,1
1079,1
1080,7
1081,1
1082,0
1083,1
1084,1
1085,7
1086,7
1087,6
1088,6
1089,3
1090,1
1091,3
1092,1
1093,0
1094,1
1095,7
1096,6
1097,0
1098,1
1099,0
1100,3
1101,7
1102,1
1103,7
1104,1
1105,1
1106,1
1107,0
1108,6
1109,7
1110,6
1111,7
1112,1
1113,4
1114,1
1115,0
1116,3
1117,3
1118,2
1119,1
1120,7
1121,1
1122,0
1123,7
1124,1
1125,6
1126,1
1127,6
1128,6
1129,1
1130,1
1131,0
1132,1
1133,1
1134,0
1135,1
1136,6
1137,1
1138,1
1139,7
1140,7
1141,0
1142,0
1143,1
1144,1
1145,1
1146,1
1147,7
1148,3
1149,3
1150,1
1151,1
1152,7
1153,1
1154,7
1155,7
1156,7
1157,7
1158,1
1159,1
1160,0
1161,7
1162,1
1163,7
1164,0
1165,6
1166,7
1167,1
1168,1
1169,7
1170,7
1171,1
1172,3
1173,7
1174,1
1175,1
1176,1
1177,1
1178,7
1179,1
1180,3
1181,1
1182,1
1183,7
1184,7
1185,0
1186,7
1187,0
1188,1
1189,3
1190,7
1191,7
1192,3
1193,3
1194,1
1195,1
1196,7
1197,3
1198,3
1199,7
1200,7
1201,6
1202,1
1203,3
1204,0
1205,1
1206,7
1207,7
1208,6
1209,7
1210,0
1211,4
1212,1
1213,1
1214,7
1215,1
1216,7
1217,3
1218,7
